Contig	name	Host_species	Location	Orientation	Best_viral_match	evalue NR	evalue PFAM	Element_name	virus_type	Virus	genus	identity	related gene product, total length		X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11		X12	X13	X14
ABQO010853818	n.s.	(Macropus eugenii)	816-1789	-	FJ621583	2.00E-36	9.40E-64	647-1630	NA	negative sense RNA	Ebolavirus	NA	NA	NA	ABQO010853818.1	806	1865	5.95E-43	AAA46563.1	168	-	36.2	359	219	6	16	372	AAA46563.1 acc|GENBANK|AAA46563.1|GENBANK|M72714|nucleoprotein [Orthomarburgvirus marburgense] acc=AAA46563.1 taxid=3052505	
ABQO010889914	n.s.	(Macropus eugenii)	572-1923	+	GQ368252	8.00E-74	1.90E-31	510-1826	NA	ssDNA	Dependovirus	NA	NA	NA	ABQO010889914.1	568	1846	1.08E-117	UAJ21438.1	371	+	49.3	430	210	6	64	489	UAJ21438.1 acc|GENBANK|UAJ21438.1|GENBANK|MW380869|nonstructural protein 1 [Duck adeno-associated virus] acc=UAJ21438.1 taxid=2875326	
ABQO010903052	n.s.	(Macropus eugenii)	518-1113	+	FJ688147	3.00E-56	1.80E-46	3037-3642	NA	ssDNA	Dependovirus	NA	NA	NA	ABQO010903052.1	495	1113	9.33E-66	UMO75526.1	224	+	55.6	207	89	2	262	467	UMO75526.1 acc|GENBANK|UMO75526.1|GENBANK|OM451155|capsid protein VP1 [Dependoparvovirus mammalian1] acc=UMO75526.1 taxid=1511892	
ABQO010958468	n.s.	(Macropus eugenii)	613-795	+	AY695375	1.00E-13	7.6e-12 a	1323-1505	NA	ssDNA	Dependovirus	NA	NA	NA	ABQO010958468.1	612	795	2.27E-16	QKE54950.1	80.9	+	60.7	61	24	0	343	404	QKE54950.1 acc|GENBANK|QKE54950.1|GENBANK|MT138302|replication protein [Parvoviridae sp.] acc=QKE54950.1 taxid=1940570	
ABQO011152526	n.s.	(Macropus eugenii)	11-220	+	DQ447660	5.00E-14	2.70E-25	1343-1552	NA	negative sense RNA	Ebolavirus	NA	NA	NA	ABQO011152526.1	10	549	1.79E-22	YP_010087183.1	101	+	38	187	103	3	273	455	YP_010087183.1 acc|REFSEQ|YP_010087183.1|REFSEQ|NC_055510|nucleocapsid protein [Dianlovirus menglaense] acc=YP_010087183.1 taxid=3052181	
ABQO011172433	n.s.	(Macropus eugenii)	48-525	-	X75093	3.00E-23	4.1e-06 a	702-1202	NA	ssDNA	Dependovirus	NA	NA	NA	ABQO011172433.1	4	557	5.49E-33	WGJ63685.1	132	-	44.4	187	101	1	123	310	WGJ63685.1 acc|GENBANK|WGJ63685.1|GENBANK|OP590148|REP [Goose parvovirus] acc=WGJ63685.1 taxid=38251	
ABRO01003680	n.s.	Ord’s kangaroo rat	2720-3221	-	AY374542	1.00E-07	3.90E-10	534-1013	NA	negative sense RNA	Bornavirus	NA	NA	NA	ABRO01003680.1	2578	3457	4.90E-25	YP_010085025.1	112	-	30.2	295	191	7	70	352	YP_010085025.1 acc|REFSEQ|YP_010085025.1|REFSEQ|NC_055169|nucleoprotein [Wuhan sharpbelly bornavirus] acc=YP_010085025.1 taxid=2116489	
ABRO01205910	n.s.	Kangaroo rat (Dipodomys ordii)	1645-2013	+	FJ217161	7.00E-13	1.50E-19	1205-1558	NA	negative sense RNA	Ebolavirus	NA	NA	NA	ABRO01205910.1	1144	1977	2.93E-23	AAA46563.1	110	+	32.9	283	183	3	56	338	AAA46563.1 acc|GENBANK|AAA46563.1|GENBANK|M72714|n	
ABRQ01025914	n.s.	(Procavia capensis)	899-1961	-	FJ169441	4.00E-10	6.90E-07	417-959	NA	negative sense RNA	Bornavirus	NA	NA	NA	ABRQ01025914.1	908	1831	2.03E-15	YP_009505423.1	82.4	-	27.5	327	214	7	53	376	YP_009505423.1 acc|REFSEQ|YP_009505423.1|REFSEQ|NC_038268|nucleoprotein [Estrildid finch bornavirus 1] acc=YP_009505423.1 taxid=1715295	
ABRQ01135041	n.s.	(Procavia capensis)	4588-4770	-	AY530574	2.00E-16	2.30E-07	4207-4389	NA	ssDNA	Dependovirus	NA	NA	NA	ABRQ01135041.1	4569	5334	1.12E-40	QKN88776.1	165	-	43.3	261	135	5	475	730	QKN88776.1 acc|GENBANK|QKN88776.1|GENBANK|MT138301|capsid protein [Dependoparvovirus sp.] acc=QKN88776.1 taxid=2052559	
ABRQ01135041	n.s.	(Procavia capensis)	4754-4966	-	AY530616	1.00E-10	0.0019	4030-4221	NA	ssDNA	Dependovirus	NA	NA	NA	ABRQ01135041.1	4569	5334	1.12E-40	QKN88776.1	165	-	43.3	261	135	5	475	730	QKN88776.1 acc|GENBANK|QKN88776.1|GENBANK|MT138301|capsid protein [Dependoparvovirus sp.] acc=QKN88776.1 taxid=2052559	
ABRQ01135041	n.s.	(Procavia capensis)	5579-5848	-	AY530575	9.00E-06	0.0026	4045-4284	NA	ssDNA	Dependovirus	NA	NA	NA	ABRQ01135041.1	5746	5848	8.40E-06	QKN88776.1	53.9	-	64.7	34	12	0	609	643	QKN88776.1 acc|GENBANK|QKN88776.1|GENBANK|MT138301|capsid protein [Dependoparvovirus sp.] acc=QKN88776.1 taxid=2052559	
ABRQ01135041	n.s.	(Procavia capensis)	5998-6327	+	AY243026	2.00E-24	4.80E-14	2587-2982	NA	ssDNA	Dependovirus	NA	NA	NA	ABRQ01135041.1	5946	6375	2.47E-30	QZX63267.1	133	+	50.3	149	59	5	141	281	QZX63267.1 acc|GENBANK|QZX63267.1|GENBANK|MZ668388|capsid protein [Adeno-associated virus] acc=QZX63267.1 taxid=272636	
ABRQ01135041	n.s.	(Procavia capensis)	4827-5198	-	AY530595	6.00E-19	0.0026	3790-4149	NA	ssDNA	Dependovirus	NA	NA	NA	ABRQ01135041.1	4569	5334	1.12E-40	QKN88776.1	165	-	43.3	261	135	5	475	730	QKN88776.1 acc|GENBANK|QKN88776.1|GENBANK|MT138301|capsid protein [Dependoparvovirus sp.] acc=QKN88776.1 taxid=2052559	
ABRQ01260357	n.s.	Cape hyrax	188-970	-	AY388617	4.00E-69	1.50E-28	396-1253	NA	ssDNA	Dependovirus	NA	NA	NA	ABRQ01260357.1	3	1040	2.62E-93	YP_068408.1	318	-	53	351	155	5	1	348	YP_068408.1 acc|REFSEQ|YP_068408.1|REFSEQ|NC_006152|DNA binding trs helicase [adeno-associated virus 5] acc=YP_068408.1 taxid=82300	
ABRQ01360977	n.s.	Cape hyrax	3625-3945	+	X97629	4.00E-13	3.00E-19	2538-2855	NA	ssDNA	Amdovirus	NA	NA	NA	ABRQ01360977.1	3107	4138	7.68E-40	WEA82908.1	161	+	34.5	357	209	8	10	355	WEA82908.1 acc|GENBANK|WEA82908.1|GENBANK|OP879719|VP1 [Protoparvovirus carnivoran3] acc=WEA82908.1 taxid=3052709	
ABRQ01487990	n.s.	(Procavia capensis)	1859-2518	-	AY374533	2.00E-06	5.00E-07	90-803	NA	negative sense RNA	Bornavirus	NA	NA	NA	ABRQ01487990.1	1786	2539	1.44E-10	YP_010798895.1	68.6	-	28	261	176	5	14	273	YP_010798895.1 acc|REFSEQ|YP_010798895.1|REFSEQ|NC_076533|nucleoprotein [Mexican black-tailed rattlesnake bornavirus] acc=YP_010798895.1 taxid=2817571	
ABRQ01490479	n.s.	(Procavia capensis)	23-517	+	DQ680833	8.00E-24	1.50E-30	633-1127	NA	negative sense RNA	Bornavirus	NA	NA	NA	ABRQ01490479.1	4	484	5.70E-49	YP_009508485.1	171	+	53.4	161	74	1	165	326	YP_009508485.1 acc|REFSEQ|YP_009508485.1|REFSEQ|NC_039014|N [Southwest carpet python virus] acc=YP_009508485.1 taxid=2016402	
ABRQ01625290	n.s.	(Procavia capensis)	61-314	-	FJ620690	2.00E-10	5.10E-14	492-743	NA	negative sense RNA	Bornavirus	NA	NA	NA	ABRQ01625290.1	2	314	1.11E-10	YP_009505423.1	66.6	-	44.3	106	57	2	154	259	YP_009505423.1 acc|REFSEQ|YP_009505423.1|REFSEQ|NC_038268|nucleoprotein [Estrildid finch bornavirus 1] acc=YP_009505423.1 taxid=1715295	
ABRQ01638802	n.s.	(Procavia capensis)	2207-2653	-	AY374520	2.00E-22	2.00E-28	681-1127	NA	negative sense RNA	Bornavirus	NA	NA	NA	ABRQ01638802.1	2239	2671	6.55E-41	YP_009508485.1	157	-	55.2	145	64	1	181	326	YP_009508485.1 acc|REFSEQ|YP_009508485.1|REFSEQ|NC_039014|N [Southwest carpet python virus] acc=YP_009508485.1 taxid=2016402	
ABRQ01717982	n.s.	Cape hyrax	748-1863	-	AY374520	9.00E-25	7.90E-32	477-1127	EBLN-6 (NP)	negative sense RNA	Bornavirus	NA	NA	NA	ABRQ01717982.1	762	1740	9.49E-82	YP_009508479.1	267	-	43.5	340	176	5	26	364	YP_009508479.1 acc|REFSEQ|YP_009508479.1|REFSEQ|NC_039013|N [Jungle carpet python virus] acc=YP_009508479.1 taxid=2016401	
ABXC01001628	SbPCL8	Sorghum bicolor	27853-28723	n.s.	n.s.	1.00E-40	n.s.	n.s.	PA	NA	rose cryptic virus RoCV,	NA	NA	NA	ABXC01001628.1	27794	28567	7.39E-86	QRG29180.1	291	-	56.6	258	110	1	101	357	QRG29180.1 acc|GENBANK|QRG29180.1|GENBANK|MT159294|putative CP [Alloteropsis cryptic virus 2] acc=QRG29180.1 taxid=2809262	
ACBE01511791	n.s.	(Felis cattus)	1129-1325	+	DQ915960	8.00E-10	No match	644-832	EVE-CV1	ssDNA	Circovirus	NA	NA	NA	ACBE01511791.1	1164	1444	7.38E-13	WMZ16720.1	74.3	+	47.9	96	42	3	227	317	WMZ16720.1 acc|GENBANK|WMZ16720.1|GENBANK|OR242197|replication-associated protein [Pigeon circovirus] acc=WMZ16720.1 taxid=1414603	
ACBE01536005	n.s.	Cat	794-1486	+	AF311299	3.00E-11	0.0003 a	275-826	NA	ssDNA	Circovirus	NA	NA	NA	ACBE01536005.1	793	1465	4.88E-30	UMM62403.1	121	+	42.5	247	113	10	15	255	UMM62403.1 acc|GENBANK|UMM62403.1|GENBANK|MZ710935|putative rep [European bee-eater circovirus] acc=UMM62403.1 taxid=2922908	
ACHR01010215	CsRNLS1	Cucumis sativus	16588–18054	n.s.	n.s.	1.00E-05	n.s.	n.s.	GP, SQ, PA	NA	lettuce big-vein associated virus LBVaV	NA	NA	NA	ACHR01010215.1	16817	18012	5.66E-49	CAH2618756.1	186	+	34.7	415	242	12	35	438	CAH2618756.1 acc|GENBANK|CAH2618756.1|GENBANK|OW525314|putative nucleocapsid 1 [Indian pipe rhabdovirus] acc=CAH2618756.1 taxid=2933136	
ACYX01071982	PdPCL8	Phoenix dactylifera	790-1379	n.s.	n.s.	2.00E-24	n.s.	n.s.	NA	NA	rose cryptic virus RoCV,	NA	NA	NA	ACYX01071982.1	690	1363	3.55E-59	WKB12160.1	201	+	50.7	227	109	2	110	337	WKB12160.1 acc|GENBANK|WKB12160.1|GENBANK|OR120389|coat protein 2 [Allium deltapartitivirus] acc=WKB12160.1 taxid=2981719	
ACYM01021736	MdRNLS1-1	Malus x domestica	2134-3297	n.s.	n.s.	8.00E-31	n.s.	n.s.	GP, SQ, PA	NA	lettuce big-vein associated virus LBVaV	NA	NA	NA	ACYM01021736.1	2259	3285	2.37E-44	CAI5383838.1	171	+	33.5	346	217	7	97	434	CAI5383838.1 acc|GENBANK|CAI5383838.1|GENBANK|OX380362|putative nucleocapsid 2 [Indian pipe rhabdovirus] acc=CAI5383838.1 taxid=2933136	
ACYM01114737	MdRNLS1-2	Malus x domestica	2849–3310	n.s.	n.s.	7.00E-16	n.s.	n.s.	GP, SQ	NA	lettuce big-vein associated virus LBVaV	NA	NA	NA	ACYM01114737.1	2875	3412	3.55E-28	CAI5383838.1	122	-	37.8	180	111	1	253	433	CAI5383838.1 acc|GENBANK|CAI5383838.1|GENBANK|OX380362|putative nucleocapsid 2 [Indian pipe rhabdovirus] acc=CAI5383838.1 taxid=2933136	
ACYM01118643	MdPCLS7	Malus x domestica	10505-11776	n.s.	n.s.	4.00E-46	n.s.	n.s.	PA	NA	Raphanus sativus cryptic virus 3	NA	NA	NA	ACYM01118643.1	10522	11764	9.32E-87	WAK97195.1	294	+	39.1	422	201	8	25	399	WAK97195.1 acc|GENBANK|WAK97195.1|GENBANK|OM489399|putative coat protein [Dichroa partitivirus 2] acc=WAK97195.1 taxid=2999082	
CABD02009223	n.s.	(Gorilla gorilla)	226-311	-	AF136236	3.00E-08	8.50E-20	2305-2613	EBLN-5 (GP)	negative sense RNA	Bornavirus	NA	NA	NA	CABD02009223.1	225	617	9.09E-17	CEK41891.1	89	-	41	134	71	5	29	158	CEK41891.1 acc|GENBANK|CEK41891.1|NEIGHBOR|LN713681|Glycoprotein [Variegated squirrel bornavirus 1] acc=CEK41891.1 taxid=1885248	
CABD02038126	n.s.	Gorilla	6170-7273	-	FJ169441	3.00E-70	1.60E-79	135-1166	EBLN-1 (NP)	negative sense RNA	Bornavirus	NA	NA	NA	CABD02038126.1	6175	7267	1.30E-76	QGM12619.1	263	-	40.3	372	209	4	4	371	QGM12619.1 acc|GENBANK|QGM12619.1|GENBANK|MK291398|nucleoprotein [Parrot bornavirus 7] acc=QGM12619.1 taxid=1548719	
CABD02145130	n.s.	(Gorilla gorilla)	344-1421	+	FJ169440	2.00E-51	1.30E-49	93-1157	EBLN-4 (NP)	negative sense RNA	Bornavirus	NA	NA	NA	CABD02145130.1	343	1412	2.57E-52	CEK41887.1	191	+	39.4	368	200	11	15	372	CEK41887.1 acc|GENBANK|CEK41887.1|NEIGHBOR|LN713681|p40 [Variegated squirrel bornavirus 1] acc=CEK41887.1 taxid=1885248	
CABD02246393	n.s.	(Gorilla gorilla)	3733-4740	+	FJ169440	1.00E-52	7.70E-46	135-1046	EBLN-2 (NP)	negative sense RNA	Bornavirus	NA	NA	NA	CABD02246393.1	3732	4612	3.68E-64	CEK41887.1	226	+	43.6	307	150	4	31	329	CEK41887.1 acc|GENBANK|CEK41887.1|NEIGHBOR|LN713681|p40 [Variegated squirrel bornavirus 1] acc=CEK41887.1 taxid=1885248	
CABD02377713	n.s.	(Gorilla gorilla)	5487-6564	+	AY374519	2.00E-51	2.90E-48	96-1046	EBLN-3 (NP)	negative sense RNA	Bornavirus	NA	NA	NA	CABD02377713.1	5558	6561	1.30E-58	YP_010798895.1	210	+	38.2	348	194	9	32	373	YP_010798895.1 acc|REFSEQ|YP_010798895.1|REFSEQ|NC_076533|nucleoprotein [Mexican black-tailed rattlesnake bornavirus] acc=YP_010798895.1 taxid=2817571	
AAGE02013358	n.s.	(Aedes aegypti)	327843-328457	+	U18101.2	7.00E-22	1.50E-39	3285-3929	NA	negative sense RNA	Vesiculovirus	NA	NA	NA	AAGE02013358.1	327788	328250	8.64E-85	QPF16717.1	282	+	81.8	154	28	0	75	229	QPF16717.1 acc|GENBANK|QPF16717.1|GENBANK|MT928175|putative glycoprotein [Aedes rhabdo-like virus] acc=QPF16717.1 taxid=2789884	
CACC01021584	TcRNLS1	Theobroma cacao	28267-27932	n.s.	n.s.	1.00E-03	n.s.	n.s.	NA	NA	lettuce big-vein associated virus LBVaV	NA	NA	NA	CACC01021584.1	27551	28568	8.23E-34	CAI5383996.1	142	-	30	353	225	7	73	418	CAI5383996.1 accGENBANKCAI5383996.1GENBANKOX380483N putative nucleocapsid protein [Tree fern varicosa-like virus] acc=CAI5383996.1 taxid=2933191	
CACM01001944	EpMLLS2	Erysiphe pisi	232–923	n.s.	n.s.	5.00E-46	1.00E-38	n.s.	RdRp	NA	Maize Iranian mosaic virus	Nucleorhabdovirus	180/706 (25%)	(polymerase, 1926 aa)	CACM01001944.1	997	3690	2.96E-194	YP_009336595.1	623	#ERROR!	38.4	913	539	9	5	910	YP_009336595.1 accREFSEQYP_009336595.1REFSEQNC_032783RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	
CACM01001944	EpMLLS2	Erysiphe pisi	232–923	n.s.	n.s.	5.00E-46	1.00E-38	n.s.	RdRp	NA	Maize Iranian mosaic virus	Nucleorhabdovirus	180/706 (25%)	(polymerase, 1926 aa)	CACM01001944.1	35	813	5.06E-40	QDH88668.1	157	#ERROR!	36.7	267	153	4	169	428	QDH88668.1 accGENBANKQDH88668.1GENBANKMN034260hypothetical protein [H2BulkLitter1223 virus] acc=QDH88668.1 taxid=2847101	
CACM01002113	EpMLLS7	Erysiphe pisi	757–1239	n.s.	n.s.	8.00E-14	7.00E-23	n.s.	RdRp	NA	Nyamanini virus	Nyavirus	106/502 (21%)	(L protein, 1936 aa)	CACM01002113.1	848	2847	1.23E-98	YP_009336595.1	343	-	31.1	671	452	8	742	1408	YP_009336595.1 accREFSEQYP_009336595.1REFSEQNC_032783RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	
CACM01004509	EpMLLS1	Erysiphe pisi	156–747	n.s.	n.s.	3.00E-47	5.00E-43	n.s.	RdRp	NA	Midway virus	Nyavirus	162/614 (26%)	(L protein, 1935 aa)	CACM01004509.1	1	2149	1.58E-163	QJW70355.1	526	-	42.3	725	398	13	31	745	QJW70355.1 accGENBANKQJW70355.1GENBANKMN617053RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 taxid=2737068	
CACM01008924	EpMLLS6	Erysiphe pisi	210–277	n.s.	n.s.	0.038	-	n.s.	-	NA	Avian paramyxovirus 4	Avulavirus	18/ 69 (26%)	(L protein, 2211 aa)	CACM01008924.1	547	1168	1.86E-05	YP_009336595.1	53.1	#ERROR!	24.3	210	156	1	5	215	YP_009336595.1 accREFSEQYP_009336595.1REFSEQNC_032783RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	
CACM01010605	EpMLLS3	Erysiphe pisi	311–765	n.s.	n.s.	1.00E-44	4.00E-34	n.s.	RdRp	NA	Nyamanini virus	Nyavirus	137/472 (27%)	(L protein, 1936 aa)	CACM01010605.1	16	957	8.87E-93	QJW70355.1	312	#ERROR!	49.2	315	159	1	450	765	QJW70355.1 accGENBANKQJW70355.1GENBANKMN617053RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 taxid=2737068	
CACM01010847	EpMLLS8	Erysiphe pisi	339–595	n.s.	n.s.	7.00E-19	4.00E-20	n.s.	RdRp	NA	Rice yellow stunt virus	Nucleorhabdovirus	75/261 (29%)	(L protein, 1964 aa)	CACM01010847.1	1021	1863	1.42E-131	QHD64773.1	435	-	77.4	283	62	1	300	583	QHD64773.1 accGENBANKQHD64773.1GENBANKMN556998RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 3] acc=QHD64773.1 taxid=2692015	
CACM01010856	EpMLLS4	Erysiphe pisi	461–603	n.s.	n.s.	5.00E-18	2.00E-14	n.s.	RdRp	NA	Nyamanini virus	Nyavirus	44/143 (31%)	(L protein, 1936 aa)	CACM01010856.1	22	344	7.96E-08	QXN75387.1	58.2	-	39.6	111	63	3	307	417	QXN75387.1 accGENBANKQXN75387.1GENBANKMW648481RNA-dependent RNA polymerase [Grapevine-associated mononega-like virus 3] acc=QXN75387.1 taxid=2814367	
CACM01010856	EpMLLS4	Erysiphe pisi	461–603	n.s.	n.s.	5.00E-18	2.00E-14	n.s.	RdRp	NA	Nyamanini virus	Nyavirus	44/143 (31%)	(L protein, 1936 aa)	CACM01010856.1	308	808	2.32E-43	QDB75014.1	169	-	53.9	167	77	0	434	601	QDB75014.1 accGENBANKQDB75014.1GENBANKMK584853RNA-dependent RNA polymerase [Penicillium glabrum negative-stranded RNA virus 1] acc=QDB75014.1 taxid=2587552	
CACM01011574	EpMLLS5	Erysiphe pisi	772–865	n.s.	n.s.	3.00E-04	-	n.s.	-	NA	Nipah virus	Henipavirus	27/ 97 (28%)	(L protein, 2244 aa)	CACM01011574.1	650	1118	7.99E-12	QJW70355.1	70.5	-	28.2	156	99	4	608	751	QJW70355.1 accGENBANKQJW70355.1GENBANKMN617053RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 taxid=2737068	
CACM01011574	EpMLLS5	Erysiphe pisi	772–865	n.s.	n.s.	3.00E-04	-	n.s.	-	NA	Nipah virus	Henipavirus	27/ 97 (28%)	(L protein, 2244 aa)	CACM01011574.1	1057	1311	4.80E-09	QJW70355.1	61.6	-	37.8	90	51	1	180	270	QJW70355.1 accGENBANKQJW70355.1GENBANKMN617053RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 taxid=2737068	
CACM01011995	EpMLLS3	Erysiphe pisi	311–765	n.s.	n.s.	1.00E-44	4.00E-34	n.s.	RdRp	NA	Nyamanini virus	Nyavirus	137/472 (27%)	(L protein, 1936 aa)	CACM01011995.1	39	1302	3.87E-65	YP_009336595.1	237	-	32.7	431	270	5	5	426	YP_009336595.1 accREFSEQYP_009336595.1REFSEQNC_032783RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	
CACN01000121	EpMLLS2	Erysiphe pisi	232–923	n.s.	n.s.	5.00E-46	1.00E-38	n.s.	RdRp	NA	Maize Iranian mosaic virus	Nucleorhabdovirus	180/706 (25%)	(polymerase, 1926 aa)	CACN01000121.1	3008	4145	2.28E-50	QDH88668.1	188	-	30.8	396	249	6	40	428	QDH88668.1 accGENBANKQDH88668.1GENBANKMN034260hypothetical protein [H2BulkLitter1223 virus] acc=QDH88668.1 taxid=2847101	
CACN01000121	EpMLLS2	Erysiphe pisi	232–923	n.s.	n.s.	5.00E-46	1.00E-38	n.s.	RdRp	NA	Maize Iranian mosaic virus	Nucleorhabdovirus	180/706 (25%)	(polymerase, 1926 aa)	CACN01000121.1	131	2824	6.85E-191	YP_009336595.1	623	-	38.4	913	539	9	5	910	YP_009336595.1 accREFSEQYP_009336595.1REFSEQNC_032783RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	
CACN01000597	EpMLLS8	Erysiphe pisi	339–595	n.s.	n.s.	7.00E-19	4.00E-20	n.s.	RdRp	NA	Rice yellow stunt virus	Nucleorhabdovirus	75/261 (29%)	(L protein, 1964 aa)	CACN01000597.1	3363	4205	9.60E-126	QHD64773.1	435	#ERROR!	77.4	283	62	1	300	583	QHD64773.1 accGENBANKQHD64773.1GENBANKMN556998RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 3] acc=QHD64773.1 taxid=2692015	
CACN01002620	EpMLLS3	Erysiphe pisi	311–765	n.s.	n.s.	1.00E-44	4.00E-34	n.s.	RdRp	NA	Nyamanini virus	Nyavirus	137/472 (27%)	(L protein, 1936 aa)	CACN01002620.1	263	2464	2.26E-157	YP_009336595.1	512	-	37.8	752	440	6	5	747	YP_009336595.1 accREFSEQYP_009336595.1REFSEQNC_032783RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	
CACN01003663	EpMLLS4	Erysiphe pisi	461–603	n.s.	n.s.	5.00E-18	2.00E-14	n.s.	RdRp	NA	Nyamanini virus	Nyavirus	44/143 (31%)	(L protein, 1936 aa)	CACN01003663.1	1364	1710	1.43E-07	QXN75387.1	58.5	-	37.8	119	70	3	307	425	QXN75387.1 accGENBANKQXN75387.1GENBANKMW648481RNA-dependent RNA polymerase [Grapevine-associated mononega-like virus 3] acc=QXN75387.1 taxid=2814367	
CACN01003663	EpMLLS4	Erysiphe pisi	461–603	n.s.	n.s.	5.00E-18	2.00E-14	n.s.	RdRp	NA	Nyamanini virus	Nyavirus	44/143 (31%)	(L protein, 1936 aa)	CACN01003663.1	1674	2174	1.76E-41	QDB75014.1	169	-	53.9	167	77	0	434	601	QDB75014.1 accGENBANKQDB75014.1GENBANKMK584853RNA-dependent RNA polymerase [Penicillium glabrum negative-stranded RNA virus 1] acc=QDB75014.1 taxid=2587552	
CACN01005308	EpMLLS5	Erysiphe pisi	772–865	n.s.	n.s.	3.00E-04	-	n.s.	-	NA	Nipah virus	Henipavirus	27/ 97 (28%)	(L protein, 2244 aa)	CACN01005308.1	2686	3154	4.26E-11	QJW70355.1	70.5	-	28.2	156	99	4	608	751	QJW70355.1 accGENBANKQJW70355.1GENBANKMN617053RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 taxid=2737068	
CACN01005308	EpMLLS5	Erysiphe pisi	772–865	n.s.	n.s.	3.00E-04	-	n.s.	-	NA	Nipah virus	Henipavirus	27/ 97 (28%)	(L protein, 2244 aa)	CACN01005308.1	3111	3476	5.57E-11	UNQ75001.1	70.1	-	35.5	124	74	3	119	239	UNQ75001.1 accGENBANKUNQ75001.1GENBANKOM049502RNA-dependent RNA polymerase [Fusarium oxysporum mymonavirus 1] acc=UNQ75001.1 taxid=2928187	
CACN01008891	EpMLLS1	Erysiphe pisi	156–747	n.s.	n.s.	3.00E-47	5.00E-43	n.s.	RdRp	NA	Midway virus	Nyavirus	162/614 (26%)	(L protein, 1935 aa)	CACN01008891.1	5	2150	1.16E-166	QJW70355.1	528	#ERROR!	42.3	724	398	13	36	749	QJW70355.1 accGENBANKQJW70355.1GENBANKMN617053RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 taxid=2737068	
CACN01008962	EpMLLS7	Erysiphe pisi	757–1239	n.s.	n.s.	8.00E-14	7.00E-23	n.s.	RdRp	NA	Nyamanini virus	Nyavirus	106/502 (21%)	(L protein, 1936 aa)	CACN01008962.1	107	2132	1.38E-107	YP_009336595.1	362	-	31.8	680	454	8	733	1408	YP_009336595.1 accREFSEQYP_009336595.1REFSEQNC_032783RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	
CACN01006028	EpMLLS6	Erysiphe pisi	210–277	n.s.	n.s.	3.80E-02	-	n.s.	-	NA	Avian paramyxovirus 4	Avulavirus	18/ 69 (26%)	(L protein, 2211 aa)	CACN01006028.1	1537	2158	7.19E-06	YP_009336595.1	53.1	#ERROR!	24.3	210	156	1	5	215	YP_009336595.1 accREFSEQYP_009336595.1REFSEQNC_032783RNA-dependent RNA polymerase [Hubei rhabdo-like virus 4] acc=YP_009336595.1 taxid=1923188	
AAKN02025587	n.s.	Guinea pig (Cavia porcellus)	32716-33015	#ERROR!	GQ499199	3.00E-10	6.50E-17	1193-1462	NA	negative sense RNA	Ebolavirus	NA	NA	NA	AAKN02025587.1	32697	33137	2.96E-08	AJZ74649.1	65.1	#ERROR!	34.5	148	91	4.00E+00	235	379	AJZ74649.1 acc|GENBANK|AJZ74649.1|GENBANK|KR006955|NP [Zaire ebolavirus] acc=AJZ74649.1 taxid=186538	
AAKN02025587	n.s.	Guinea pig (Cavia porcellus)	41988-42592	#ERROR!	AY374542	0.038	4.40E-08	534-881	NA	negative sense RNA	Bornavirus	NA	NA	NA	AAKN02025587.1	41984	42499	4.77E-05	YP_009505423.1	53.9	#ERROR!	25.6	172	123	2.00E+00	167	334	YP_009505423.1 acc|REFSEQ|YP_009505423.1|REFSEQ|NC_038268|nucleoprotein [Estrildid finch bornavirus 1] acc=YP_009505423.1 taxid=1715295	
AAKN02030352	n.s.	Guinea pig (Cavia porcellus)	11213-13835	#ERROR!	AY742934	8.00E-169	3.40E-55	288-4452	NA	ssDNA	Parvovirus	NA	NA	NA	AAKN02030352.1	11741	13826	1.77E-106	AFN44268.1	362	#ERROR!	35.7	728	405	1.70E+01	8	705	AFN44268.1 acc|GENBANK|AFN44268.1|GENBANK|JQ918261|putative VP1 [Bufavirus-1] acc=AFN44268.1 taxid=1209382	
