eve_id	confidence	eve_score	suggests	because	locus	start	stop	length	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
ABXC01_EVE1393	low	30	maybe-viral (12), viral (4), retro (3), non-viral (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (2), retro (2), polyprotein protein (1), transposase (1)	ABXC01004747.1_42139-42507:-	42,139	42,507	368	3.48E-73	88.6	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1394	low	30	retro (7), maybe-viral (5), viral (5), non-viral (3)	retro (7), uncharacterized protein (5), VDB (5), annotated protein of Eukaryota (3)	ABXC01004748.1_164640-165116:-	164,640	165,116	476	3.57E-92	96.5	uncharacterized protein LOC110431152 n=2 Tax=Panicoideae  RepID=UPI000B4249BD	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1395	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01004748.1_356439-356924:-	356,439	356,924	485	2.51E-79	79.7	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1396	low	30	maybe-viral (8), non-viral (6), viral (5), retro (3)	uncharacterized protein (6), annotated protein of Eukaryota (5), VDB (5), polyprotein protein (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01004758.1_37292-37771:+	37,292	37,771	479	9.97E-81	80.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1397	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01004767.1_608909-609394:-	608,909	609,394	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1398	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), retro (3), polyprotein protein (2), transposase (1)	ABXC01004767.1_85178-85663:-	85,178	85,663	485	4.65E-82	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1399	low	30	maybe-viral (7), non-viral (7), viral (5), retro (2)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), retro (1), transposase (1)	ABXC01004773.1_305764-306249:-	305,764	306,249	485	3.33E-77	79.7	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE140	high	35	maybe-viral (14), viral (5), non-viral (2), retro (1)	uncharacterized protein (13), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), transposase (1)	ABXC01003338.1_276242-276610:-	276,242	276,610	368	4.98E-68	80.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1400	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), retro (3), polyprotein protein (2), transposase (1)	ABXC01004777.1_40240-40725:+	40,240	40,725	485	4.10E-78	80.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1401	low	30	maybe-viral (10), viral (4), non-viral (3), retro (3)	uncharacterized protein (10), VDB (4), annotated protein of Eukaryota (3), retro (3)	ABXC01004778.1_15959-16444:-	15,959	16,444	485	1.34E-93	96.5	uncharacterized protein LOC110431152 n=2 Tax=Panicoideae  RepID=UPI000B4249BD	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85258.1	NA	Streptophyta
ABXC01_EVE1402	low	30	maybe-viral (10), viral (4), non-viral (3), retro (3)	uncharacterized protein (10), VDB (4), annotated protein of Eukaryota (3), retro (3)	ABXC01004794.1_56255-56737:+	56,255	56,737	482	3.87E-92	97.2	uncharacterized protein LOC110431152 n=2 Tax=Panicoideae  RepID=UPI000B4249BD	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1403	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01004797.1_46135-46620:-	46,135	46,620	485	9.35E-82	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1404	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01004830.1_366364-366849:+	366,364	366,849	485	1.88E-81	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1405	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01004830.1_420871-421356:+	420,871	421,356	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1406	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01004838.1_158233-158718:+	158,233	158,718	485	7.61E-81	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1407	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (12), VDB (4), annotated protein of Eukaryota (3), retro (1), transposase (1)	ABXC01004840.1_71426-71911:+	71,426	71,911	485	3.84E-76	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Oryza australiensis] acc=ABC94893.1	NA	Streptophyta
ABXC01_EVE1408	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01004841.1_164425-164910:-	164,425	164,910	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1409	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01004841.1_608668-609153:-	608,668	609,153	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE141	high	35	maybe-viral (14), viral (5), non-viral (2), retro (1)	uncharacterized protein (13), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), transposase (1)	ABXC01003354.1_11885-12256:-	11,885	12,256	371	6.86E-66	78	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1410	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (12), VDB (4), annotated protein of Eukaryota (3), retro (1), transposase (1)	ABXC01004846.1_64506-64991:-	64,506	64,991	485	5.45E-76	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1411	low	30	maybe-viral (10), viral (4), non-viral (3), retro (3)	uncharacterized protein (9), VDB (4), annotated protein of Eukaryota (3), retro (2), polyprotein protein (1), transposase (1)	ABXC01004847.1_3561-4046:-	3,561	4,046	485	2.71E-66	67.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Oryza australiensis] acc=ABC94893.1	NA	Streptophyta
ABXC01_EVE1412	low	30	maybe-viral (13), viral (4), non-viral (3), retro (2)	uncharacterized protein (12), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01004849.1_449778-450263:+	449,778	450,263	485	5.10E-74	75.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1413	low	30	maybe-viral (12), viral (4), retro (3), non-viral (2)	uncharacterized protein (12), VDB (4), annotated protein of Eukaryota (2), retro (2), transposase (1)	ABXC01004885.1_392282-392767:-	392,282	392,767	485	4.10E-78	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1414	low	30	maybe-viral (10), non-viral (6), viral (5), retro (2)	uncharacterized protein (9), annotated protein of Eukaryota (6), VDB (5), polyprotein protein (1), retro (1), transposase (1)	ABXC01005260.1_73240-73545:+	73,240	73,545	305	1.46E-58	86.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1415	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01005270.1_179267-179752:-	179,267	179,752	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1416	low	30	maybe-viral (7), non-viral (7), viral (5), retro (2)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), retro (1), transposase (1)	ABXC01005341.1_109160-109645:+	109,160	109,645	485	5.04E-79	79.7	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1417	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), retro (3), polyprotein protein (2), transposase (1)	ABXC01005347.1_149284-149769:+	149,284	149,769	485	2.61E-86	88.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1418	low	30	maybe-viral (10), viral (4), non-viral (3), retro (3)	uncharacterized protein (10), VDB (4), retro (3), annotated protein of Eukaryota (2), annotated protein of unclassified cellular organisms superkingdom (1)	ABXC01005358.1_620516-620998:-	620,516	620,998	482	7.06E-93	97.2	uncharacterized protein LOC110431152 n=2 Tax=Panicoideae  RepID=UPI000B4249BD	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85258.1	NA	Streptophyta
ABXC01_EVE1419	low	30	maybe-viral (6), non-viral (6), viral (5), retro (4)	annotated protein of Eukaryota (5), VDB (5), uncharacterized protein (4), retro (3), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01005367.1_71002-71487:+	71,002	71,487	485	4.02E-83	83.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE142	high	35	maybe-viral (12), viral (5), non-viral (2), retro (2)	uncharacterized protein (12), VDB (5), annotated protein of Eukaryota (2), retro (1), transposase (1)	ABXC01003361.1_325607-326092:+	325,607	326,092	485	3.33E-77	76.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1420	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (12), VDB (4), annotated protein of Eukaryota (3), retro (1), transposase (1)	ABXC01005417.1_106430-106915:+	106,430	106,915	485	9.50E-77	75.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1421	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	uncharacterized protein (5), VDB (5), annotated protein of Eukaryota (4), annotated protein of unclassified cellular organisms superkingdom (2), polyprotein protein (2), retro (2), transposase (1)	ABXC01005422.1_178473-178958:+	178,473	178,958	485	4.10E-78	80.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1	NA	Streptophyta
ABXC01_EVE1422	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01005428.1_595545-596030:+	595,545	596,030	485	6.70E-77	77.6	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Oryza australiensis] acc=ABC94893.1	NA	Streptophyta
ABXC01_EVE1424	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01005471.1_72600-73085:+	72,600	73,085	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1425	low	30	maybe-viral (10), non-viral (4), viral (4), retro (2)	uncharacterized protein (9), annotated protein of Eukaryota (4), VDB (4), retro (2), polyprotein protein (1)	ABXC01005704.1_91348-91851:+	91,348	91,851	503	1.62E-83	76	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1	NA	Streptophyta
ABXC01_EVE1426	low	30	maybe-viral (11), non-viral (5), viral (4), retro (1)	uncharacterized protein (10), annotated protein of Eukaryota (5), VDB (4), polyprotein protein (1), retro (1)	ABXC01005820.1_51559-52062:+	51,559	52,062	503	7.13E-80	74	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1	NA	Streptophyta
ABXC01_EVE1427	low	30	maybe-viral (10), viral (4), non-viral (3), retro (3)	uncharacterized protein (9), VDB (4), annotated protein of Eukaryota (3), retro (2), polyprotein protein (1), transposase (1)	ABXC01005939.1_418910-419395:-	418,910	419,395	485	1.92E-71	73.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Oryza australiensis] acc=ABC94893.1	NA	Streptophyta
ABXC01_EVE1428	low	30	maybe-viral (12), viral (4), retro (3), non-viral (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (2), retro (2), polyprotein protein (1), transposase (1)	ABXC01005939.1_523665-524195:-	523,665	524,195	530	9.53E-86	76.6	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1429	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01005944.1_843624-844109:+	843,624	844,109	485	4.37E-80	80.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE143	high	35	maybe-viral (12), viral (5), non-viral (3), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1)	ABXC01003788.1_74284-74787:+	74,284	74,787	503	9.86E-85	76	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1	NA	Streptophyta
ABXC01_EVE1430	low	30	maybe-viral (12), retro (4), viral (4), non-viral (1)	uncharacterized protein (12), VDB (4), retro (3), annotated protein of Eukaryota (1), transposase (1)	ABXC01005951.1_469760-470242:+	469,760	470,242	482	2.99E-65	70.6	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1431	low	30	maybe-viral (5), non-viral (5), retro (5), viral (5)	VDB (5), annotated protein of Eukaryota (4), retro (4), uncharacterized protein (4), annotated protein of unclassified cellular organisms superkingdom (1), polyprotein protein (1), transposase (1)	ABXC01005955.1_331759-332244:-	331,759	332,244	485	6.06E-85	86	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1432	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01005958.1_147198-147683:+	147,198	147,683	485	5.04E-79	81.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1433	low	30	maybe-viral (15), viral (4), retro (3), non-viral (1)	uncharacterized protein (13), VDB (4), polyprotein protein (2), retro (2), annotated protein of Eukaryota (1), transposase (1)	ABXC01005958.1_189634-190119:+	189,634	190,119	485	2.31E-82	84.6	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1434	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01005964.1_98750-99235:-	98,750	99,235	485	1.33E-81	81.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1435	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01005973.1_764996-765481:-	764,996	765,481	485	9.35E-82	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1436	low	30	maybe-viral (7), non-viral (7), viral (5), retro (2)	uncharacterized protein (5), VDB (5), annotated protein of Eukaryota (4), annotated protein of unclassified cellular organisms superkingdom (3), polyprotein protein (2), retro (1), transposase (1)	ABXC01005982.1_146049-146534:+	146,049	146,534	485	1.44E-78	79.7	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1437	low	30	non-viral (8), maybe-viral (7), viral (5), retro (1)	annotated protein of Eukaryota (6), uncharacterized protein (6), VDB (5), annotated protein of unclassified cellular organisms superkingdom (2), polyprotein protein (1), transposase (1)	ABXC01005982.1_157300-157784:+	157,300	157,784	484	9.13E-77	78.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1438	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (10), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (2), retro (1), transposase (1)	ABXC01006018.1_186289-186774:+	186,289	186,774	485	5.81E-78	77.6	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1439	low	30	maybe-viral (10), non-viral (5), viral (4), retro (1)	uncharacterized protein (8), annotated protein of Eukaryota (5), VDB (4), polyprotein protein (2), transposase (1)	ABXC01006050.1_23924-24408:+	23,924	24,408	484	5.24E-76	79.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE144	high	35	maybe-viral (10), viral (5), non-viral (4), retro (1)	uncharacterized protein (8), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01003837.1_145016-145501:-	145,016	145,501	485	5.04E-79	79.7	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1	NA	Streptophyta
ABXC01_EVE1440	low	30	maybe-viral (8), retro (5), viral (5), non-viral (4)	uncharacterized protein (8), retro (5), VDB (5), annotated protein of Eukaryota (4)	ABXC01006069.1_151008-151490:+	151,008	151,490	482	2.68E-88	93.7	uncharacterized protein LOC110431152 n=2 Tax=Panicoideae  RepID=UPI000B4249BD	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85258.1	NA	Streptophyta
ABXC01_EVE1441	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	uncharacterized protein (5), VDB (5), annotated protein of Eukaryota (4), retro (3), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01006158.1_44335-44820:+	44,335	44,820	485	1.33E-81	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1442	low	30	maybe-viral (8), non-viral (6), viral (5), retro (3)	uncharacterized protein (6), annotated protein of Eukaryota (5), VDB (5), polyprotein protein (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01006513.1_73264-73749:+	73,264	73,749	485	4.65E-82	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1443	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01006554.1_124361-124846:+	124,361	124,846	485	3.78E-81	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1444	low	30	maybe-viral (11), non-viral (4), viral (4), retro (1)	uncharacterized protein (10), annotated protein of Eukaryota (4), VDB (4), polyprotein protein (1), transposase (1)	ABXC01006559.1_175221-175619:-	175,221	175,619	398	5.88E-57	71.3	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1445	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), retro (3), polyprotein protein (2), transposase (1)	ABXC01006582.1_47055-47534:-	47,055	47,534	479	7.03E-81	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1446	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), retro (3), polyprotein protein (2), transposase (1)	ABXC01006582.1_58301-58780:-	58,301	58,780	479	7.03E-81	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1447	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01006587.1_424659-425144:-	424,659	425,144	485	3.33E-77	79.7	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1448	low	30	maybe-viral (11), non-viral (4), viral (4), retro (1)	uncharacterized protein (10), annotated protein of Eukaryota (4), VDB (4), polyprotein protein (1), transposase (1)	ABXC01006591.1_156931-157299:+	156,931	157,299	368	9.98E-63	74	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1449	low	30	maybe-viral (10), viral (4), non-viral (3), retro (3)	uncharacterized protein (9), VDB (4), annotated protein of Eukaryota (3), retro (3), polyprotein protein (1)	ABXC01006593.1_122602-123084:+	122,602	123,084	482	1.51E-91	95.1	uncharacterized protein LOC110431152 n=2 Tax=Panicoideae  RepID=UPI000B4249BD	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE145	high	35	maybe-viral (10), viral (5), non-viral (3), retro (2)	uncharacterized protein (9), VDB (5), annotated protein of Eukaryota (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), polyprotein protein (1)	ABXC01004259.1_106828-107331:+	106,828	107,331	503	1.06E-76	68.3	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1	NA	Streptophyta
ABXC01_EVE1450	low	30	maybe-viral (11), viral (4), retro (3), non-viral (2)	uncharacterized protein (10), VDB (4), annotated protein of Eukaryota (2), retro (2), polyprotein protein (1), transposase (1)	ABXC01006593.1_769523-769891:+	769,523	769,891	368	3.77E-65	79.7	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1451	low	30	maybe-viral (7), non-viral (7), viral (5), retro (2)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), retro (1), transposase (1)	ABXC01006593.1_837309-837794:-	837,309	837,794	485	3.78E-81	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
